seat,year,party,name,votes,votes_pc,winner
Brahmanbaria-4,1996,Independent,Jahangir Osman Bhuiyan,73,0.06,no
Patuakhali-4,2001,Independent,Anwarul Islam,73,0.05,no
Gazipur-3,1991,Independent,Afsar Uddin Akond,74,0.07,no
Chittagong-4,1991,JSD (Siraj),Mazharul Haq Shah Chowdhury,74,0.07,no
Chittagong-4,1991,Democratic League,Mujibul Haq Chowdhury,74,0.07,no
Rangpur-3,1996,Bangladesh Samajtantrik Dal (Mahbub),Md. Anowar Hossain Bablu,74,0.05,no
Lakshmipur-1,1996,Zaker Party,M. Hasmat Ullah Sheikh,74,0.11,no
Chittagong-11,1996,NAP (Bhashani),Md. Ayub Ali,74,0.06,no
Narail-2,2001,Independent,Ashok Kundu,74,0.04,no
Jamalpur-4,2001,Krishak Sramik Janata League,Md. Harunur Rashid,74,0.05,no
Noakhali-6,2001,JP (Manju),Goutam Chowdhury,74,0.07,no
Comilla-9,2001,Independent,Golam Mohiuddin,74,0.05,no
Dhaka-9,1991,Independent,Shahab Uddin Ahmed,75,0.08,no
Sylhet-6,1991,Independent,Syed Makbul Hossain,75,0.06,no
Naogaon-3,1996,FP,Md. Harunur Rasid,75,0.04,no
Gazipur-3,1996,FP,Md. Matiur Rahman,75,0.08,no
Rangpur-5,2001,Independent,Tajul Kabir Chowdhury,75,0.03,no
Dhaka-6,2001,JSD (Rab),Md. Shahjahan Saju,75,0.03,no
Dhaka-7,2001,Independent,Md. Shamim Ahmed,75,0.03,no
Rajbari-1,2001,Bangladesh Progressive Party,Md. Raqib Uddin,75,0.04,no
Comilla-3,2001,Independent,H. M. Rafiqul Islam,75,0.04,no
Dhaka-5,2008,Bangladesh Kalyan Party,Zamir Ahmed,75,0.03,no
Dhaka-15,2008,JSD (Rab),Md. Fayekuzzaman,75,0.04,no
Chittagong-10,1991,Bangladesh Muslim League,AM Abul Abbas Kaderi,76,0.07,no
Satkhira-1,1996,FP,S. M. Jalal Uddin,76,0.03,no
Jhalokati-1,1996,Gano Forum,Kabiruzzaman Mia,76,0.09,no
Pirojpur-2,1996,FP,S. M. Mozibur Rahman,76,0.14,no
Dhaka-7,1996,Independent,Nasir Ali,76,0.04,no
Dhaka-6,2001,Independent,Md. Majibur Rahman,76,0.03,no
Comilla-3,2001,Bhasani Front,Enayet Karim,76,0.04,no
Narsingdi-3,2008,NAP (Muzaffar),Md. Hossain Molla,76,0.04,no
Khulna-2,1991,Bangladesh Muslim League,Ferdous Khan,77,0.08,no
Chandpur-4,1991,Bangladesh Muslim League,Latif Palowan,77,0.07,no
Lakshmipur-2,1991,NAP (Muzaffar),Md. Nurul Islam Chowdhury,77,0.11,no
Rangpur-6,1996,Independent,Mosammat Merina Rahman,77,0.07,no
Dhaka-7,1996,FP,Md. Ansar Sikdar,77,0.04,no
Chandpur-3,1996,Bangladesh Bekar Samaj,Md. Shafiqul Islam Patwan,77,0.08,no
Khulna-4,2001,JP (Manju),Mallik Sahidul Islam,77,0.04,no
Noakhali-2,2001,Independent,A. S. M. Salim,77,0.03,no
Comilla-9,2001,Quran Sunnah Bastabayan Parishad,Md. Mostafa Kamal,77,0.05,no
Jessore-6,1991,JSD (Rab),A. Latif Morol,78,0.09,no
Dhaka-8,1991,Bangladesh Muslim League,Sk. Abdul Malek,78,0.08,no
Feni-2,1996,Independent,AKM Fakhrul Islam Chowdhury,78,0.05,no
Narail-1,2001,Independent,Md. Lutfar Rahman Sarder,78,0.05,no
Narsingdi-3,1991,Bangladesh National Congress,Emran Khan,79,0.09,no
Chittagong-2,1991,Jatiya Biplobi Front,Fazlul Kader,79,0.1,no
Barisal-1,1996,Independent,Md. Abdul Latif Kabiraj,79,0.07,no
Chittagong-11,1996,Independent,A. K. M. Shajahan Uddin,79,0.07,no
Meherpur-1,1999,BKSMA,Krishak Md. Sadeque,79,0.18,no
Meherpur-1,2001,Independent,Md. A. Halim Molla,79,0.04,no
Dhaka-6,2001,Independent,Md. Zinnat Ali,79,0.03,no
Natore-1,1991,Bangladesh Muslim League,Md. Abdus Samad Khanpuri,80,0.06,no
Dhaka-5,1991,Bangladesh Republican Party,Shirajul Huq,80,0.06,no
Gopalganj-1,1991,Bangladesh National Congress,Monindra Sarkar,80,0.07,no
Tangail-1,2001,Independent,Md. A. Gafur,80,0.04,no
Chandpur-2,2001,Independent,Md. Arshad Ali Sarkar,80,0.06,no
Dhaka-17,2008,JSD (Rab),M. A. Rashid,80,0.04,no
Gopalganj-1,1991,Independent,Md. Farooq Ahmmad Talukdar,81,0.07,no
Dinajpur-3,1996,Bangladesh Janata Party,Fayez Uddin Ahmed,81,0.05,no
Dhaka-5,1996,Independent,Md. Azizur Rahman,81,0.03,no
Dhaka-5,1996,Independent,Md. Zahirul Haque,81,0.03,no
Dhaka-7,1996,Bangladesh Tanjimul Muslimin,Nur Hossain Chowdury,81,0.04,no
Sylhet-3,1996,BKA,Idris Ahmed Zakaria,81,0.09,no
Jhalokati-2,2001,Bangladesh Progressive Party,Abu Syed Molla,81,0.05,no
Shariatpur-1,2001,Independent,Tanai Molla,81,0.04,no
Cox's Bazar-1,2001,Independent,Fajlul Karim,81,0.04,no
Rangpur-4,1991,CPB,Shah Md. Abdul Haqim,82,0.05,no
Naogaon-4,1991,JSD (Rab),Shree Animesh Chndra Das,82,0.07,no
Chittagong-1,1991,Bangladesh Muslim League,Sk. Zulfiqar Bulbul Chowdhury,82,0.06,no
Magura-2,1996,Independent,Md. Khaer Ali,82,0.05,no
Bagerhat-2,1996,FP,S. M. Abdul Mannan,82,0.06,no
Gazipur-2,1996,Independent,Md. Ataur Rahman,82,0.03,no
Moulvibazar-1,1996,Bangladesh Muslim League,ANM Yusuf,82,0.1,no
Comilla-9,1996,Quran Sunnah Bastabayan Parishad,Md. Mostafa Kamal,82,0.07,no
Gaibandha-1,2001,Ganatantri Party,ABM Shariatullah,82,0.04,no
Dhaka-9,2008,People's Front,Krishak Md. Shadek,82,0.03,no
Gazipur-4,2008,NPP,Md. Asraf Hossain Sarkar,82,0.05,no
Rangpur-3,1996,Independent,Golam Md. Kader,83,0.05,no
Dhaka-9,2001,Independent,Md. Sohrab Khan,83,0.04,no
Sylhet-1,2001,JP (Manju),Eftekhar Ahmad Limon,83,0.03,no
Chittagong-13,2008,Bangladesh Kalyan Party,Md. Gulam Ishak Khan,83,0.05,no
Kushtia-4,1991,BAKSAL,A. Mannan Khan,84,0.06,no
Munshiganj-2,1991,FP,D. S. M. Ismail,84,0.07,no
Rajbari-1,1991,JSD (Siraj),Bishwanath Karmakar,84,0.07,no
Chittagong-9,1991,BKA,Md. Abdur Rahim Islamabadi,84,0.08,no
Munshiganj-2,2001,JP (Manju),Mia Md. Din Ul Islam Kachi,84,0.06,no
Dhaka-6,2001,Independent,Md. Shahin,84,0.03,no
Sylhet-3,2001,Independent,Md. Rashedul Hossain,84,0.07,no
Comilla-3,2001,Independent,Kamrul Hasan Mikail,84,0.04,no
Rajshahi-2,1991,Jatiya Oikkya Front,Md. Abdul Bari,85,0.05,no
Pabna-5,1996,FP,Md. Aminul Islam Talukdar,85,0.04,no
Netrokona-2,1996,NAP (Bhashani),AKM Mozammel Haque,85,0.05,no
Shariatpur-1,1996,Independent,Altab Hossain Sikdar,85,0.07,no
Comilla-3,1996,Independent,Sheikh Kutub Uddin,85,0.05,no
Chittagong-13,1996,FP,Md. Ali Jobaier,85,0.08,no
Gaibandha-5,2001,JP (Manju),Maroof Akter,85,0.05,no
Sylhet-6,2001,Independent,Mostafa Allama,85,0.05,no
Comilla-7,2001,Independent,Md. Mohsin Kabir Bhuiya,85,0.06,no
Chittagong-8,2001,Independent,Md. Mahbubul Alam,85,0.03,no
Dhaka-4,2008,JSD (Rab),Md. Akhter Hossen Bhuiya,85,0.05,no
Chittagong-7,1991,Bangladesh Muslim League,Alamgir Chowdhury,86,0.1,no
Dhaka-4,1996,NDP,Md. Abu Shaleh,86,0.04,no
Dhaka-9,1996,Jana Dal,Shamim Rahman Talukdar,86,0.05,no
Nilphamari-4,2001,Independent,Md. Mokhlesur Rahman,86,0.05,no
Jhalokati-1,2001,JSD (Rab),Sohrab Hossain,86,0.08,no
Manikganj-1,2001,JP (Manju),Md. Khandokar Azim Mia,86,0.06,no
Barisal-5,1991,Jatiya Jukta Front,F. A. Faisal,87,0.07,no
Dhaka-7,1996,BaSaD,Rowshan Ara Begum,87,0.04,no
Feni-2,1996,Independent,Shuk Dev Nath,87,0.06,no
Narayanganj-5,2001,Independent,Shamsus Salehin,87,0.05,no
Dinajpur-3,1991,Independent,Syed Sharafat Hossein,88,0.07,no
Dhaka-7,1991,Independent,Ahmed Aorangajeb Kabir,88,0.07,no
Noakhali-2,1991,BAKSAL,Md. Ajhar Ullah Bhuiyan,88,0.07,no
Chittagong-9,1991,Independent,Shukhomoy Chatterjee,88,0.08,no
Chittagong-9,1996,JSD (Rab),Md. Hasan Bachchu,88,0.04,no
Rajshahi-1,2001,JP (Manju),Anowar Iqbal Badal,88,0.04,no
Rajshahi-4,2001,Independent,Md. Altaf Hossain,88,0.05,no
Pirojpur-3,2001,BKA,Md. Abdul Latif Siraji,88,0.08,no
Thakurgaon-2,1991,Independent,Ramesh Chandra Sen,89,0.09,no
Jhenaidah-2,1991,FP,Anwarul Karim,89,0.06,no
Barguna-2,1991,FP,Md. Sobhan Khan,89,0.13,no
Noakhali-1,1991,FP,Md. Abduj Jaher Chowdhury,89,0.13,no
Chittagong-10,1991,CPB,Monowar Ahmed,89,0.08,no
Sirajganj-1,1996,Jatiya Janata Party (Asad),S. M. Faridul Haque,89,0.15,no
Cox's Bazar-1,1996,Independent,Md. Ibrahim Chowdhury,89,0.06,no
Rangpur-6,2001,JSD (Rab),Md. Abu Alam Mia,89,0.05,no
Dhaka-5,2001,Krishak Sramik Janata League,Laskar Keramat Ali,89,0.02,no
Dhaka-8,2008,Independent,Mrs. Nasrin Anwar,89,0.05,no
Dinajpur-2,1991,JSD (Rab),Md. Abdul Hye,90,0.07,no
Gazipur-4,1996,Independent,Md. Abdul Qasem,90,0.08,no
Jhalokati-1,2001,Independent,Moniruzzaman Golder,90,0.09,no
Barguna-1,1991,NDP,A. K. A. Aziz,91,0.08,no
Madaripur-1,1991,Bangladesh Muslim League,Samsul Huda Talukdar,91,0.09,no
Gazipur-2,1996,JSD (Rab),Md. Saru Mian,91,0.04,no
Panchagarh-2,2001,JP (Manju),Md. Jahangir Alam,91,0.05,no
Dhaka-8,2001,JP (Manju),Hannan Chowdhury,91,0.05,no
Chandpur-1,2001,Bangladesh People's Congress,Latif Majumder,91,0.06,no
Chittagong-9,2001,Independent,Nurul Islam,91,0.04,no
Comilla-7,1996,Gano Forum,Abu Taher,92,0.08,no
Chittagong-2,1996,Zaker Party,Md. Nurul Alam Chowdhury,92,0.09,no
Dhaka-5,2001,Independent,Rizwanul Islam Rubel,92,0.02,no
Comilla-3,2001,Independent,Kazi Junnan Basri,92,0.05,no
Comilla-4,2001,Independent,A. Aziz,92,0.06,no
Gazipur-5,2008,Gano Forum,Amin Ahmad Afsary,92,0.04,no
Dinajpur-3,1991,JSD (Siraj),Md. Abdur Rahim Sarkar,93,0.08,no
Dhaka-4,1991,Independent,M. A. Gafur,93,0.08,no
Satkhira-1,2001,Independent,Syed Didar Bakht,93,0.03,no
Dhaka-9,2001,JP (Manju),Md. Mahbubur Rahman,93,0.04,no
Lakshmipur-1,2001,Workers Party,Md. Nazrul Islam,93,0.09,no
Dhaka-5,2008,Ganatantri Party,Minhaz Uddin Ahmed,93,0.03,no
Dhaka-9,1991,Independent,S. M. Majibar Rahman Majnu,94,0.1,no
Rangpur-3,1996,Independent,Shah Gausul Azam,94,0.06,no
Magura-2,1996,Jatiya Janata Party (Asad),Md. Akkas Hossain,94,0.06,no
Barisal-6,1996,Independent,Siddque Ahmed Noman,94,0.09,no
Dhaka-4,1996,Jatiya Daridra Party,Din Mohammed Bhuyan,94,0.04,no
Khulna-1,1991,Bangladesh Muslim League,Molla Lutfor Rahman,95,0.1,no
Patuakhali-4,1991,CPB,Md. Shamim Miah,95,0.12,no
Munshiganj-1,1991,Bangladesh National Congress,S. M. Tofazzal Hossain,95,0.08,no
Dhaka-4,1991,Jatiyatabadi Gonotantrik Chashi Dal,Kazi Abdus Salam,95,0.08,no
Chittagong-12,1991,Bangladesh Muslim League,Ali Ahmad Talukder,95,0.11,no
Sirajganj-5,1996,Independent,Abdul Hasnat Gofran,95,0.07,no
Chittagong-3,1996,Gano Forum,Md. Mainuddin Mahmud,95,0.12,no
Rangpur-3,1991,Independent,Mostafa Zafar Haider,96,0.08,no
Patuakhali-3,1991,FP,Rafikul Islam,96,0.1,no
Jamalpur-3,1991,Independent,Abul Hasnat M.,96,0.08,no
Dhaka-7,1991,NDP,Alamagir Hossain,96,0.07,no
Khulna-2,2001,JP (Manju),Syed Delowar Hossain,96,0.06,no
Chittagong-12,2001,JSD (Rab),Md. Abu Taher Bangali,96,0.06,no
Dhaka-11,1991,Independent,ABM Shamsuddaulah,97,0.08,no
Comilla-9,1996,Islami Oikya Jote,Md. Siddiqur Rahman,97,0.09,no
Noakhali-6,2001,Independent,Mohammad Gias Uddin,97,0.1,no
Chittagong-3,2001,Independent,Mohammad Nazrul Islam,97,0.09,no
Khulna-2,2008,NPP,Sheikh Md. Jakir Hossen,97,0.05,no
Moulvibazar-3,2008,JSD (Rab),Aliur Rahman,97,0.04,no
Comilla-7,1991,Zaker Party,Abu Taher,98,0.1,no
Brahmanbaria-3,1996,Independent,Md. Faridul Huda,98,0.04,no
Rajshahi-5,2008,NPP,Showkat Hossen Khan,98,0.04,no
Pirojpur-1,2008,Bikalpa Dhara,Shamsul Jalal Chowdhury,98,0.05,no
Dhaka-6,1991,Bangladesh Samajtantrik Dal (Mahbub),AFM Mahbubul Haque,99,0.09,no
Chittagong-7,1991,NAP (Bhashani),A. Kader Chowdhury,99,0.12,no
Chittagong-9,1991,FP,S. K. Khoda,99,0.09,no
Rangpur-3,1996,Independent,Mozzammel Hossain,99,0.07,no
Pabna-1,1996,FP,Shek Abdul Aziz,99,0.06,no
Dhaka-5,1996,JSD (Rab),Liaqat Hossain,99,0.04,no
Noakhali-6,1996,Islami Oikya Jote,Mustafizur Rahman,99,0.12,no
Rangpur-3,2001,Independent,Md. Noor Alam,99,0.05,no
Bagerhat-2,2001,CPB,S. M. Rezaul Karim,99,0.05,no
Khulna-3,2001,JP (Manju),Sharif Shafiqul Hamid Chandan,99,0.07,no
Rajbari-1,2001,Desh Prem Party,Marshal Shah Alam,99,0.05,no
Dhaka-4,2008,United Citizen Movement,Amir Khan,99,0.06,no
Pabna-2,1991,NDP,Khandakar Golam Mortuza,100,0.08,no
Bhola-1,1991,NAP (Muzaffar),Md. Shahajahan,100,0.1,no
Sylhet-6,1991,JSD (Siraj),Ataur Rahman Khan,100,0.08,no
Noakhali-3,1991,Independent,Mahmudur Rahman Belayet,100,0.2,no
Cox's Bazar-2,1991,Independent,Md. Nur Boks,100,0.12,no
Chuadanga-1,1996,Independent,Md. Nazrul Islam,100,0.05,no
Chittagong-11,1996,Independent,Jomil Ahmed Chowdhury,100,0.09,no
Comilla-1,2001,JP (Manju),Mohammad Golam Mustafa,100,0.09,no
Cox's Bazar-2,1991,Independent,Sirajul Mostafa,101,0.12,no
Noakhali-6,1996,Independent,Md. Kefayat Ullah,101,0.12,no
Jhalokati-2,2001,Independent,Syed Moazzem Hussain,101,0.06,no
Dhaka-9,2001,Samridhya Bangladesh Andolan,Khaleda Begum,101,0.05,no
Madaripur-1,2018,Islami Andolan Bangladesh,Jafor Ahmad,101,0.04,
Rangpur-1,1991,UCL,A. K. M. Shirazul Islam,102,0.12,no
Pabna-4,1991,CPB,Md. Jasim Uddin Mondol,102,0.07,no
Pirojpur-3,2001,CPB,Bimolendu Halder,102,0.09,no
Munshiganj-2,2001,Independent,Md. Anowar Hossain,102,0.07,no
Jhenaidah-1,2008,Bikalpa Dhara,Golam Mostafa,102,0.05,no
Dhaka-7,2008,JP (Manju),Saroar Hosain,102,0.05,no
Sirajganj-5,1991,Independent,Anwar Hossain Rotu,103,0.09,no
Jhenaidah-1,1996,Independent,Z. M. Akhtaruzzman,103,0.07,no
Chittagong-3,1996,Zaker Party,Jasimuddin Ahmmed Chowdhury,103,0.13,no
Pabna-4,2001,Independent,Md. Jahid Akter Jamil,103,0.05,no
Dhaka-4,2008,Gano Forum,Safar Ali,103,0.06,no
Chittagong-7,2008,Independent,Md. Nurul Islam,103,0.04,no
Tangail-6,1991,Independent,Mir A. Shahjahan,104,0.12,no
Dhaka-5,1991,Independent,G M L Kabir,104,0.08,no
Lalmonirhat-1,1996,Independent,Md. Sahidullaha Prodhan,104,0.07,no
Jhenaidah-1,1996,CPB,Md. Rajibul Hasan,104,0.07,no
Bogra-7,2001,Workers Party,Md. Fahim Sultan Molla,104,0.06,no
Narayanganj-4,2001,Independent,A. K. M. Fazlul Haq,104,0.04,no
Comilla-9,2001,Independent,Md. Rashid,104,0.07,no
Netrokona-3,2003,JP (Manju),Abdul Ali,104,0.06,no
Gazipur-5,2008,Ganatantri Party,Aziz Ul Haque Kanchon,104,0.05,no
Bagerhat-2,1991,JSD (Rab),Sheik Kamruzzaman,105,0.08,no
Khulna-3,1991,JSD (Rab),Shahjahan,105,0.11,no
Satkhira-4,1991,JSD (Rab),Swapan Kumar Nandi,105,0.08,no
Lalmonirhat-1,1996,NDP,Md. Mosleh Uddin Murad,105,0.08,no
Magura-1,1996,Independent,Md. Mijanur Rahman,105,0.06,no
Dhaka-10,1996,BKA,Md. Kamruddin,105,0.07,no
Dhaka-11,1996,Bangladesh Bastuhara Parishad,M. A. Awal,105,0.04,no
Dhaka-8,2001,JSD (Rab),Md. Abdul Khaleque,105,0.06,no
Sunamganj-3,2001,Jatiya Janata Party (Nurul Islam),Md. Ataur Rahman,105,0.07,no
Noakhali-5,2001,BKA,Md. Mizanur Rahman Sahabuddin,105,0.06,no
Comilla-3,2001,Independent,Kazi Shah Arefin,105,0.05,no
Chittagong-2,2001,JSD (Rab),Saiful Akter,105,0.08,no
Gaibandha-5,2008,Bangladesh Kalyan Party,Azharul Islam,105,0.05,no
Satkhira-4,2008,NAP (Muzaffar),Abdul Hai,105,0.04,no
Dhaka-5,2008,Krishak Sramik Janata League,Nazma Akter,105,0.04,no
Dhaka-18,2008,Gano Front,Md. Aman Ullah Sikder,105,0.03,no
Gazipur-5,2008,BJP,Sarwar Khan,105,0.05,no
Brahmanbaria-4,2008,JSD (Rab),Sheikh Mohammad Badrul Alam,105,0.05,no
Chittagong-7,1991,Zaker Party,M. A. Haider Chowdhury,106,0.12,no
Khulna-2,1996,Bangladesh Muslim League,Ferdous Khan,106,0.08,no
Kishoreganj-6,2001,Independent,Md. Monirul Alam,106,0.07,no
Noakhali-5,2001,JP (Manju),Bikash Chandra Sarkar,106,0.06,no
Barisal-4,2008,Krishak Sramik Janata League,Md. Abdus Sattar Sikder,106,0.05,no
Joypurhat-2,1991,Independent,Khandakar Oliuzzaman Alam,107,0.09,no
Bhola-2,1991,Independent,Mohabbat Jan Chowdhury,107,0.13,no
Dhaka-7,1996,Bangladesh Vhashani Adarsha Bastabayana Parishad,Syed Minar Hossain Minu,107,0.06,no
Faridpur-3,1996,Independent,Md. Farid Hossain Siddiqi,107,0.07,no
Feni-2,1996,Independent,Jahid Hossain,107,0.07,no
Patuakhali-2,2001,Independent,Md. Shah Alam Mridha,107,0.07,no
Gazipur-3,2001,Ganatantri Party,Azizul Haq Kanchan,107,0.09,no
Narsingdi-3,2001,JP (Manju),Md. Mafizul Islam Sarkar,107,0.09,no
Khulna-3,2008,BML,Sheikh Jahedul Islam,107,0.07,no
Dinajpur-4,1991,Bangladesh Muslim League,Md. Abu Ali Chowdhury,108,0.09,no
Gaibandha-5,1991,Workers Party,Aminul Islam Mia,108,0.1,no
Moulvibazar-1,1991,Ganatantri Party,Tobarak Hossain,108,0.15,no
Meherpur-2,1996,Gano Forum,Harun-Ar-Radhid,108,0.09,no
Brahmanbaria-1,1996,Independent,Israil Bhuyan,108,0.12,no
Chittagong-8,1996,NAP (Bhashani),A. K. M. Golam Kabir,108,0.04,no
Chittagong-10,1996,Independent,Syed Shamim Ahmed,108,0.06,no
Chapai Nawabganj-1,2001,Gano Azadi League (Samad),Md. Nazrul Islam,108,0.04,no
Khulna-5,2001,Independent,Shabkas Mondal,108,0.05,no
Gaibandha-2,1991,JSD (Rab),Gazi Shah Sariful Islam,109,0.09,no
Gaibandha-1,1996,BKA,Md. Hafijur Rahman,109,0.08,no
Meherpur-1,2001,Independent,Md. A. Hamid,109,0.06,no
Gazipur-3,2001,Independent,Nikolas Rojareo,109,0.09,no
Feni-2,2001,Independent,Shukdevna Nath,109,0.06,no
Noakhali-6,2001,Workers Party,Anowar Hossain,109,0.11,no
Kushtia-1,1991,Independent,AKM Sarwar Jahan,110,0.07,no
Jhenaidah-1,1991,Independent,Muhammad Dabiruddin Joardar,110,0.08,no
Noakhali-6,1996,JSD (Rab),Ishrajur Rahman,110,0.13,no
Jhenaidah-2,2001,Ganatantri Party,Md. Rezaul Karim,110,0.04,no
Barisal-3,2001,Independent,Md. Abdul Mazid,110,0.09,no
Mymensingh-10,2001,Krishak Sramik Janata League,Misbah Uddin Shah Jowel,110,0.06,no
Dhaka-1,2001,JP (Manju),Haroon-Ur-Rashid Khan,110,0.12,no
Brahmanbaria-5,2001,Independent,Md. Mizanur Rahman Khan,110,0.06,no
Mymensingh-4,2008,BIF,Md. Saydur Rahman,110,0.04,no
Dhaka-9,2008,Gano Forum,Juleka Haq Mrida,110,0.04,no
Brahmanbaria-3,2008,PDP,Borhan Uddin Ahmed,110,0.04,no
Feni-3,1991,NAP (Muzaffar),Halimullah Khaddar,111,0.12,no
Lakshmipur-2,1991,JSD (Siraj),Humayun Kabir,111,0.15,no
Barisal-1,1996,Jatiya Janata Party (Asad),Md. Mahabubur Rahman,111,0.1,no
Narayanganj-4,1996,Independent,Masudul Islam Khokan,111,0.06,no
Khulna-1,2001,Independent,Sheikh Asaduzzaman Jalal,111,0.07,no
Tangail-3,2001,JP (Manju),Ataur Rahman Khan,111,0.06,no
Mymensingh-4,2001,Independent,A. H. Golam Mohiuddin,111,0.04,no
Chittagong-1,2001,Independent,Nur Uddin Ahmed,111,0.06,no
Dhaka-8,1991,Independent,A. Rashid,112,0.12,no
Rajshahi-1,1996,Oikkya Prakriyya,Md. Abdus Salam,112,0.06,no
Dhaka-6,1996,BIF,Sa. U. Md. Abdus Sattar,112,0.05,no
Dhaka-11,1996,JSD (Rab),Kurshid Alam Khasru,112,0.04,no
Chittagong-7,1996,Zaker Party,M. A. Haider Chowdhury,112,0.12,no
Chittagong-13,1996,Zaker Party,Md. Siddiqul Islam,112,0.11,no
Narsingdi-2,2001,Independent,Md. Abu Sahid Siddiqi,112,0.09,no
Comilla-3,2001,BKA,Abdul Aziz Khomini Huzur,112,0.06,no
Dhaka-12,2008,JSD (Rab),Abul Kalam Azad,112,0.06,no
Narayanganj-2,1991,Jatiyatabadi Gonotantrik Chashi Dal,Md. Rup Miah,113,0.1,no
Mymensingh-8,1996,Independent,Ahmmed Hossain Bhuiyan,113,0.12,no
Noakhali-4,1996,JSD (Rab),Ataur Karim Faruk,113,0.08,no
Dinajpur-3,2001,JSD (Rab),Md. Abdul Hye,113,0.06,no
Dhaka-5,2008,JSD (Rab),Md. Wali Ullah Patuary,113,0.04,no
Satkhira-2,1991,JSD (Rab),A. K. M. Abdur Rahim,114,0.1,no
Bhola-4,1991,Islami Oikya Jote,Md. Oli Ullah Miah,114,0.16,no
Brahmanbaria-5,1996,Sammilita Sangram Parishad,Fazlul Haque Amini,114,0.09,no
Chittagong-9,1996,BKA,Mohammad Abdul Rajjak,114,0.06,no
Narayanganj-5,2001,Independent,Akteruzzaman,114,0.07,no
Rangpur-3,1991,Independent,Zohra Alam,115,0.09,no
Mymensingh-7,1991,Janasakti Party,Md. Fazlul Haq,115,0.13,no
Rajshahi-5,1996,Zaker Party,Md. Abdul Halim,115,0.07,no
Noakhali-1,1996,Independent,Master Nur Islam,115,0.17,no
Sirajganj-5,2001,Independent,Enamul Haque,115,0.06,no
Dhaka-6,2001,Independent,Lutful Haider Habib Khan,115,0.04,no
Dhaka-11,2008,BJP,Muhammad Rhamatullah,115,0.05,no
Chittagong-7,2008,JP (Manju),AAM Haider Ali Chowdhury,115,0.04,no
Chittagong-8,2008,NPP,Anamul Hoque,115,0.05,no
Jhalokati-2,1991,NDP,Lutfar Rahman,116,0.1,no
Dhaka-4,1991,NDP,M. A. Ahad,116,0.1,no
Chandpur-1,1996,Gano Forum,Reza Pahlabi Mazid,116,0.12,no
Feni-2,1996,Independent,Amanat Ullah Aman,116,0.08,no
Lalmonirhat-1,2008,Krishak Sramik Janata League,Md. Abdul Hakim Talukdar,116,0.05,no
Bogra-5,2008,JSD (Rab),S. M. Ferdous Alam,116,0.04,no
Rangpur-6,1996,Independent,Nur Mohammad Mondal,117,0.1,no
Dhaka-12,2008,BRWP,Md. Baharana Sultan Bahar,117,0.06,no
Khulna-4,1991,BAKSAL,Sk. Abdus Salam,118,0.1,no
Barisal-5,1991,FP,Kazi Abdul Naim,118,0.1,no
Dhaka-11,2001,JP (Manju),Md. Amanat Hossain,118,0.03,no
Feni-2,2001,Independent,Liakat Ali,118,0.06,no
Chandpur-3,2008,Gano Front,Hafiz Masud Akhter,118,0.05,no
Patuakhali-4,1991,Jamaat,A. Matin,119,0.15,no
Chandpur-4,2001,Bangladesh Progressive Party,Md. Mosharaf Hossain Khan,119,0.07,no
Narail-2,1991,Bangladesh Muslim League,Motaleb Shikder,120,0.09,no
Patuakhali-4,1991,JSD (Siraj),Sihab Parvez Biswas,120,0.16,no
Dhaka-9,1991,Pragotishil Ganatantrik Sakti,Md. Wahiduzzaman,120,0.13,no
Jessore-2,1996,Jatiya Janata Party (Asad),Aysha Akhtar,120,0.06,no
Shariatpur-1,1996,JSD (Rab),Samsul Haque Bepari,120,0.09,no
Natore-3,2001,Bangladesh Progressive Party,Md. Tamij Uddin Ahmed,120,0.07,no
Pirojpur-1,2001,JSD (Rab),Pankaj Kumar Dakua,120,0.06,no
Dhaka-7,2001,Bangladesh Progressive Party,Muhammad Mahsin Kabir,120,0.05,no
Madaripur-2,2001,Independent,Helen Jerin Khan,120,0.06,no
Habiganj-4,2001,JP (Manju),Md. Ashraf Uddin Talukder,120,0.05,no
Feni-2,2001,Independent,A. S. M. Yasin,120,0.06,no
Chittagong-2,1996,Independent,Md. Fakhrul Uddin Chowhury,121,0.12,no
Bagerhat-2,2001,JSD (Rab),Md. Emadul Haq Munzil,121,0.07,no
Gazipur-3,2001,JSD (Rab),Md. Ariful Islam Akan,121,0.1,no
Habiganj-3,2001,BKSMA (Sadeq),Md. Apel Mahmud Dulal,121,0.07,no
Jhalokati-1,2008,JP (Manju),Md. Rubel Howlader,121,0.11,no
Narail-2,2018,JaPa,Khandker Fayek Uzzaman,121,0.04,
Natore-1,1991,Zaker Party,Md. Hatem Ali Mondol,122,0.09,no
Dhaka-8,1991,Bangladesh Manobatabadi Dal,B. H. Rana,122,0.13,no
Kurigram-2,1996,Independent,Bhudev Chandra Chakrabarti,122,0.06,no
Dhaka-9,1996,Independent,Md. F. Rahman,122,0.06,no
Narsingdi-1,1996,Gano Forum,Abdul Hasim Mian,122,0.08,no
Chittagong-6,1996,Zaker Party,Md. Yaqul Chowdhury,122,0.13,no
Tangail-1,2001,JP (Manju),Md. Jamilur Rahman Khan,122,0.06,no
Moulvibazar-2,2001,Independent,A. N. M. Yusuf,122,0.07,no
Comilla-6,2001,JP (Manju),Gazi Abul Kasem,122,0.1,no
